2023-09-21 14:12:20,0,
2023-09-21 14:12:21,0,
2023-09-21 14:12:22,0,
2023-09-21 14:12:23,0,
2023-09-21 14:12:24,0,
2023-09-21 14:12:25,0,
2023-09-21 14:12:26,0,
2023-09-21 14:12:27,0,
2023-09-21 14:12:28,0,
2023-09-21 14:12:29,0,
2023-09-21 14:12:30,0,
2023-09-21 14:12:31,0,
2023-09-21 14:12:32,0,
2023-09-21 14:12:33,0,
2023-09-21 14:12:34,0,
2023-09-21 14:12:35,0,
2023-09-21 14:12:36,0,
2023-09-21 14:12:37,0,
2023-09-21 14:12:38,0,
2023-09-21 14:12:39,0,
2023-09-21 14:12:40,0,
2023-09-21 14:12:41,0,
2023-09-21 14:12:42,0,
2023-09-21 14:12:43,0,
2023-09-21 14:12:44,0,
2023-09-21 14:12:45,0,
2023-09-21 14:12:46,0,
2023-09-21 14:12:47,0,
2023-09-21 14:12:48,0,
2023-09-21 14:12:49,0,
2023-09-21 14:12:50,0,
2023-09-21 14:12:51,0,
2023-09-21 14:12:52,0,
2023-09-21 14:12:53,0,
2023-09-21 14:12:54,0,
2023-09-21 14:12:55,0,
2023-09-21 14:12:56,0,
2023-09-21 14:12:57,0,
2023-09-21 14:12:58,0,
2023-09-21 14:12:59,0,
2023-09-21 14:13:00,0,
2023-09-21 14:13:01,0,
2023-09-21 14:13:02,0,
2023-09-21 14:13:03,0,
2023-09-21 14:13:04,0,
2023-09-21 14:13:05,0,
2023-09-21 14:13:06,0,
2023-09-21 14:13:07,0,
2023-09-21 14:13:08,0,
2023-09-21 14:13:09,0,
2023-09-21 14:13:10,0,
2023-09-21 14:13:11,0,
2023-09-21 14:13:12,0,
2023-09-21 14:13:13,0,
2023-09-21 14:13:14,0,
2023-09-21 14:13:15,0,
2023-09-21 14:13:16,0,
2023-09-21 14:13:17,0,
2023-09-21 14:13:18,0,
2023-09-21 14:13:19,0,
2023-09-21 14:13:20,0,
2023-09-21 14:13:21,0,
2023-09-21 14:13:22,0,
2023-09-21 14:13:23,0,
2023-09-21 14:13:24,0,
2023-09-21 14:13:25,0,
2023-09-21 14:13:26,0,
2023-09-21 14:13:27,0,
2023-09-21 14:13:28,0,
2023-09-21 14:13:29,0,
2023-09-21 14:13:30,0,
2023-09-21 14:13:31,0,
2023-09-21 14:13:32,0,
2023-09-21 14:13:33,0,
2023-09-21 14:13:34,0,
2023-09-21 14:13:35,0,
2023-09-21 14:13:36,0,
2023-09-21 14:13:37,0,
2023-09-21 14:13:38,0,
2023-09-21 14:13:39,0,
2023-09-21 14:13:40,0,
2023-09-21 14:13:41,0,
2023-09-21 14:13:42,0,
2023-09-21 14:13:43,0,
2023-09-21 14:13:44,0,
2023-09-21 14:13:45,0,
2023-09-21 14:13:46,0,
2023-09-21 14:13:47,0,
2023-09-21 14:13:48,0,
2023-09-21 14:13:49,0,
2023-09-21 14:13:50,0,
2023-09-21 14:13:51,0,
2023-09-21 14:13:52,0,
2023-09-21 14:13:53,0,
2023-09-21 14:13:54,0,
2023-09-21 14:13:55,0,
2023-09-21 14:13:56,0,
2023-09-21 14:13:57,0,
2023-09-21 14:13:58,0,
2023-09-21 14:13:59,0,
2023-09-21 14:14:00,0,
2023-09-21 14:14:01,0,
2023-09-21 14:14:02,0,
2023-09-21 14:14:03,0,
2023-09-21 14:14:04,0,
2023-09-21 14:14:05,0,
2023-09-21 14:14:06,0,
2023-09-21 14:14:07,0,
2023-09-21 14:14:08,0,
2023-09-21 14:14:09,0,
2023-09-21 14:14:10,0,
2023-09-21 14:14:11,0,
2023-09-21 14:14:12,0,
2023-09-21 14:14:13,0,
2023-09-21 14:14:14,0,
2023-09-21 14:14:15,0,
2023-09-21 14:14:16,0,
2023-09-21 14:14:17,0,
2023-09-21 14:14:18,0,
2023-09-21 14:14:19,0,
2023-09-21 14:14:20,0,
2023-09-21 14:14:21,0,
2023-09-21 14:14:22,0,
2023-09-21 14:14:23,0,
2023-09-21 14:14:24,0,
2023-09-21 14:14:25,0,
2023-09-21 14:14:26,0,
2023-09-21 14:14:27,0,
2023-09-21 14:14:28,0,
2023-09-21 14:14:29,0,
2023-09-21 14:14:30,0,
